iata,icao,name,city,country,lat,lon,elev_m,tz
UEO,ROKJ,Kumejima Airport,Kumejima,JP,26.36344,126.71384,7,Asia/Tokyo
UET,OPQT,Quetta International Airport,Quetta,PK,30.25140,66.93780,1605,Asia/Karachi
UFA,UWUU,Ufa International Airport,Ufa,RU,54.55750,55.87440,137,Asia/Yekaterinburg
UGA,ZMBN,Bulgan Airport,Bulgan,MN,48.85500,103.47600,1314,Asia/Ulaanbaatar
UGC,UZNU,Urgench International Airport,Urgench,UZ,41.58274,60.64338,98,Asia/Samarkand
UGU,ID-ZGP,Bilorai Airport,Bilogai,ID,-3.73950,137.03118,2240,Asia/Jayapura
UIB,SKUI,El Caraño Airport,Quibdó,CO,5.69076,-76.64120,62,America/Bogota
UIH,VVPC,Phu Cat Airport,Quy Nohn,VN,13.95500,109.04200,24,Asia/Ho_Chi_Minh
UIN,KUIN,Quincy Regional Airport Baldwin Field,Quincy,US,39.94270,-91.19460,234,America/Chicago
UIO,SEQM,Mariscal Sucre International Airport,Quito,EC,-0.12540,-78.35431,2390,America/Guayaquil
UKB,RJBE,Kobe Airport,Kobe,JP,34.63280,135.22400,7,Asia/Tokyo
UKE,VEUK,Utkela Airport,Bhawanipatna,IN,20.09778,83.18333,209,Asia/Kolkata
UKK,UASK,Oskemen International Airport,Ust-Kamenogorsk (Oskemen),KZ,50.03503,82.49606,286,Asia/Almaty
UKX,UITT,Ust-Kut Airport,Ust-Kut,RU,56.85670,105.73000,667,Asia/Irkutsk
ULG,ZMUL,Ölgii Mongolei International Airport,Ölgii,MN,48.99330,89.92250,1747,Asia/Hovd
ULH,OEAO,Al-Ula International Airport,Al-Ula,SA,26.48363,38.11705,625,Asia/Riyadh
ULK,UERL,Lensk Airport,Lensk,RU,60.72359,114.82532,244,Asia/Yakutsk
ULO,ZMUG,Ulaangom Airport,Ulaangom,MN,50.06659,91.93827,1730,Asia/Hovd
ULP,YQLP,Quilpie Airport,,AU,-26.60918,144.25375,200,Australia/Brisbane
ULU,HUGU,Gulu Airport,Gulu,UG,2.80556,32.27180,1070,Africa/Kampala
ULV,UWLL,Ulyanovsk Baratayevka Airport,Ulyanovsk,RU,54.27016,48.22557,137,Europe/Ulyanovsk
ULY,UWLW,Ulyanovsk Vostochny Airport,Cherdakly,RU,54.40100,48.80270,77,Europe/Ulyanovsk
UME,ESNU,Umeå Airport,Umeå,SE,63.79180,20.28280,7,Europe/Stockholm
UNI,TVSU,Union Island International Airport,Union Island,VC,12.60013,-61.41195,5,America/St_Vincent
UNK,PAUN,Unalakleet Airport,Unalakleet,US,63.88840,-160.79900,8,America/Anchorage
UNN,VTSR,Ranong Airport,Ranong,TH,9.77762,98.58550,17,Asia/Bangkok
UPG,WAAA,Sultan Hasanuddin International Airport,Makassar,ID,-5.07554,119.55370,14,Asia/Makassar
UPN,MMPN,Uruapan - Licenciado y General Ignacio Lopez Rayon International Airport,Uruapan,MX,19.39670,-102.03900,1603,America/Mexico_City
URA,UARR,Manshuk Mametova International Airport,Uralsk,KZ,51.15198,51.54365,38,Asia/Oral
URC,ZWWW,Ürümqi Tianshan International Airport,Ürümqi,CN,43.91358,87.47937,648,Asia/Urumqi
URE,EEKE,Kuressaare Airport,Kuressaare,EE,58.22990,22.50950,4,Europe/Tallinn
URG,SBUG,Rubem Berta Airport,Uruguaiana,BR,-29.78220,-57.03820,78,America/Sao_Paulo
URJ,USHU,Uray Airport,Uray,RU,60.10330,64.82670,58,Asia/Yekaterinburg
URT,VTSB,Surat Thani Airport,Surat Thani,TH,9.13260,99.13560,6,Asia/Bangkok
URY,OEGT,Gurayat Domestic Airport,Gurayat,SA,31.41241,37.27890,510,Asia/Riyadh
USA,KJQF,Concord-Padgett Regional Airport,Concord,US,35.38780,-80.70910,215,America/New_York
USH,SAWH,Ushuaia - Malvinas Argentinas International Airport,Ushuaia,AR,-54.84330,-68.29580,31,America/Argentina/Ushuaia
USK,UUYS,Usinsk Airport,Usinsk,RU,66.00470,57.36720,80,Europe/Moscow
USM,VTSM,Samui International Airport,Na Thon (Ko Samui Island),TH,9.54779,100.06200,20,Asia/Bangkok
USN,RKPU,Ulsan Airport,Ulsan,KR,35.59350,129.35201,14,Asia/Seoul
USR,UEMT,Ust-Nera Airport,Ust-Nera,RU,64.55000,143.11500,550,Asia/Ust-Nera
UST,KSGJ,Northeast Florida Regional Airport,St Augustine,US,29.95920,-81.33980,3,America/New_York
USU,RPVV,Francisco B. Reyes (Busuanga) Airport,Coron,PH,12.12186,120.10080,45,Asia/Manila
UTH,VTUD,Udon Thani International Airport,Udon Thani,TH,17.38619,102.78858,176,Asia/Bangkok
UTN,FAUP,Upington Airport,Upington,ZA,-28.40025,21.26359,848,Africa/Johannesburg
UTO,PAIM,Indian Mountain LRRS Airport,Utopia Creek,US,65.99280,-153.70399,388,America/Anchorage
UTP,VTBU,U-Tapao–Rayong–Pattaya International Airport,Rayong,TH,12.67990,101.00500,13,Asia/Bangkok
UTT,FAUT,K. D. Matanzima Airport,Mthatha,ZA,-31.54636,28.67336,732,Africa/Johannesburg
UUA,UWKB,Bugulma Airport,Bugulma,RU,54.64118,52.80023,302,Europe/Moscow
UUD,UIUU,Baikal International Airport,Ulan Ude,RU,51.80861,107.43965,515,Asia/Irkutsk
UUS,UHSS,Yuzhno-Sakhalinsk International Airport,Yuzhno-Sakhalinsk,RU,46.88546,142.71747,18,Asia/Sakhalin
UVE,NWWV,Ouvéa Airport,Ouvéa,NC,-20.64093,166.57302,7,Pacific/Noumea
UVF,TLPL,Hewanorra International Airport,Vieux Fort,LC,13.73320,-60.95260,4,America/St_Lucia
UYL,HSNN,Nyala Airport,Nyala,SD,12.05350,24.95620,642,Africa/Khartoum
UYN,ZLYL,Yulin Yuyang Airport,Yulin,CN,38.35971,109.59093,1186,Asia/Shanghai
UYU,SLUY,Joya Andina International Airport,Quijarro,BO,-20.44130,-66.85755,3394,America/La_Paz
VAA,EFVA,Vaasa Airport,Vaasa,FI,63.05023,21.76254,6,Europe/Helsinki
VAI,AYVN,Vanimo Airport,Vanimo,PG,-2.69260,141.30280,3,Pacific/Port_Moresby
VAM,VRMV,Villa International Airport Maamigili,Maamigili,MV,3.47175,72.83263,2,Indian/Maldives
VAN,LTCI,Van Ferit Melen Airport,Van,TR,38.46820,43.33230,1670,Europe/Istanbul
VAQ,UNIW,Vanavara Airport,Vanavara,RU,60.35623,102.30964,272,Asia/Krasnoyarsk
VAR,LBWN,Varna Airport,Varna,BG,43.23210,27.82510,70,Europe/Sofia
VAS,LTAR,Sivas Nuri Demirağ Airport,Sivas,TR,39.81380,36.90350,1597,Europe/Istanbul
VAV,NFTV,Vava'u International Airport,Vava'u Island,TO,-18.58530,-173.96201,72,Pacific/Tongatapu
VAW,ENSS,"Vardø Airport, Svartnes",Vardø,NO,70.35540,31.04490,13,Europe/Oslo
VBS,LIPO,Brescia Gabriele d'Annunzio Airport,Montichiari (BS),IT,45.42890,10.33060,108,Europe/Rome
VBY,ESSV,Visby Airport,Visby,SE,57.66280,18.34620,50,Europe/Stockholm
VCA,VVCT,Can Tho International Airport,Can Tho,VN,10.08340,105.70937,3,Asia/Ho_Chi_Minh
VCE,LIPZ,Venice Marco Polo Airport,Venezia (VE),IT,45.50530,12.35190,2,Europe/Rome
VCP,SBKP,Viracopos International Airport,Campinas,BR,-23.00740,-47.13450,661,America/Sao_Paulo
VCS,VVCS,Con Dao Airport,Con Dao,VN,8.73183,106.63300,6,Asia/Ho_Chi_Minh
VCT,KVCT,Victoria Regional Airport,Victoria,US,28.85260,-96.91850,35,America/Chicago
VDC,SBVC,Glauber de Andrade Rocha Airport,Vitória da Conquista,BR,-14.90789,-40.91480,896,America/Bahia
VDE,GCHI,El Hierro Airport,El Hierro Island,ES,27.81480,-17.88710,31,Atlantic/Canary
VDH,VVDH,Dong Hoi Airport,Dong Hoi,VN,17.51500,106.59056,18,Asia/Bangkok
VDM,SAVV,Gobernador Castello Airport,Viedma / Carmen de Patagones,AR,-40.86920,-63.00040,6,America/Argentina/Salta
VDO,VVVD,Van Don International Airport,Van Don,VN,21.12069,107.41539,7,Asia/Bangkok
VDS,ENVD,Vadsø Airport,Vadsø,NO,70.06530,29.84470,39,Europe/Oslo
VDZ,PAVD,Valdez Pioneer Field,Valdez,US,61.13271,-146.24657,37,America/Anchorage
VEL,KVEL,Vernal Regional Airport,Vernal,US,40.43621,-109.51166,1609,America/Denver
VEO,UNIS,Severo-Yeniseysk Airport,Severo-Yeniseysk,RU,60.37330,93.01170,520,Asia/Krasnoyarsk
VER,MMVR,General Heriberto Jara International Airport,Veracruz,MX,19.13959,-96.18860,27,America/Mexico_City
VFA,FVFA,Victoria Falls International Airport,Victoria Falls,ZW,-18.09744,25.83687,1064,Africa/Harare
VGA,VOBZ,Vijayawada International Airport,Vijayawada,IN,16.53001,80.80489,25,Asia/Kolkata
VGO,LEVX,Vigo Airport,Vigo,ES,42.23180,-8.62677,261,Europe/Madrid
VHM,ESNV,Vilhelmina South Lapland Airport,Vilhelmina,SE,64.57910,16.83360,347,Europe/Stockholm
VIE,LOWW,Vienna International Airport,Vienna,AT,48.11030,16.56970,183,Europe/Vienna
VIG,SVVG,Juan Pablo Pérez Alfonso Airport,El Vigía,VE,8.62414,-71.67267,76,America/Caracas
VII,VVVH,Vinh Airport,Vinh,VN,18.73760,105.67100,7,Asia/Bangkok
VIJ,TUPW,Virgin Gorda Airport,Spanish Town,VG,18.44663,-64.42793,3,America/Tortola
VIL,GMMH,Dakhla Airport,Dakhla,EH,23.71830,-15.93200,11,Africa/El_Aaiun
VIT,LEVT,Vitoria Airport,Alava,ES,42.88280,-2.72447,513,Europe/Madrid
VIX,SBVT,Eurico de Aguiar Salles International Airport,Vitória,BR,-20.25800,-40.28500,10,America/Sao_Paulo
VKG,VVRG,Rach Gia Airport,Rach Gia,VN,9.95803,105.13238,2,Asia/Ho_Chi_Minh
VKO,UUWW,Vnukovo International Airport,Moscow,RU,55.59150,37.26150,209,Europe/Moscow
VKT,UUYW,Vorkuta Airport,Vorkuta,RU,67.48860,63.99310,184,Europe/Moscow
VLC,LEVC,Valencia Airport,Valencia,ES,39.48916,-0.48096,73,Europe/Madrid
VLD,KVLD,Valdosta Regional Airport,Valdosta,US,30.78250,-83.27670,62,America/New_York
VLI,NVVV,Bauerfield International Airport,Port Vila,VU,-17.69930,168.32001,21,Pacific/Efate
VLL,LEVD,Valladolid Airport,Valladolid,ES,41.70610,-4.85194,846,Europe/Madrid
VLN,SVVA,Arturo Michelena International Airport,Valencia,VE,10.14973,-67.92840,430,America/Caracas
VLV,SVVL,Dr. Antonio Nicolás Briceño Airport,Valera,VE,9.34048,-70.58406,628,America/Caracas
VMU,AYBA,Baimuru Airport,Baimuru,PG,-7.49695,144.82176,8,Pacific/Port_Moresby
VNO,EYVI,Vilnius International Airport,Vilnius,LT,54.63410,25.28580,198,Europe/Vilnius
VNS,VEBN,Lal Bahadur Shastri International Airport,Varanasi,IN,25.45217,82.86255,81,Asia/Kolkata
VNX,FQVL,Vilankulo Airport,Vilanculo,MZ,-22.01840,35.31330,14,Africa/Maputo
VOG,URWW,Volgograd International Airport,Volgograd,RU,48.78134,44.33919,147,Europe/Volgograd
VOL,LGBL,Nea Anchialos National Airport,Nea Anchialos,GR,39.21960,22.79430,25,Europe/Athens
VOZ,UUOO,Voronezh International Airport,Voronezh,RU,51.81432,39.23095,157,Europe/Moscow
VPE,FNGI,Ngjiva Pereira Airport,Ngiva,AO,-17.04350,15.68380,1087,Africa/Luanda
VPN,BIVO,Vopnafjörður Airport,Vopnafjörður,IS,65.72060,-14.85060,5,Atlantic/Reykjavik
VPS,KVPS,Destin-Fort Walton Beach Airport,Valparaiso,US,30.48131,-86.51584,27,America/Chicago
VPY,FQCH,Chimoio Airport,Chimoio,MZ,-19.15130,33.42900,697,Africa/Maputo
VQS,TJVQ,Antonio Rivera Rodriguez Airport,Vieques,PR,18.13480,-65.49360,15,America/Puerto_Rico
VRA,MUVR,Juan Gualberto Gomez International Airport,Matanzas,CU,23.03440,-81.43530,64,America/Havana
VRB,KVRB,Vero Beach Regional Airport,Vero Beach,US,27.65560,-80.41790,7,America/New_York
VRC,RPUV,Virac Airport,Virac,PH,13.57640,124.20600,37,Asia/Manila
VRL,LPVR,Vila Real Airport,Vila Real,PT,41.27430,-7.72047,550,Europe/Lisbon
VRN,LIPX,Verona Villafranca Valerio Catullo Airport,Caselle (VR),IT,45.39496,10.88730,73,Europe/Rome
VSA,MMVA,Carlos Rovirosa Pérez International Airport,Villahermosa,MX,17.99428,-92.81820,14,America/Mexico_City
VSE,LPVZ,Aerodromo Goncalves Lobato (Viseu Airport),Viseu,PT,40.72550,-7.88899,628,Europe/Lisbon
VST,ESOW,Stockholm Västerås Airport,Stockholm / Västerås,SE,59.58940,16.63360,6,Europe/Stockholm
VTE,VLVT,Wattay International Airport,Vientiane,LA,17.98505,102.56669,172,Asia/Vientiane
VTU,MUVT,Hermanos Ameijeiras Airport,Las Tunas,CU,20.98760,-76.93580,100,America/Havana
VTZ,VOVI,Alluri Sitarama Raju International Airport (Vizag),Visakhapatnam,IN,17.97151,83.50362,57,Asia/Kolkata
VUP,SKVP,Alfonso López Pumarejo Airport,Valledupar,CO,10.43500,-73.24950,147,America/Bogota
VUS,ULWU,Velikiy Ustyug Airport,Velikiy Ustyug,RU,60.78830,46.26000,101,Europe/Moscow
VVC,SKVV,Vanguardia Airport,Villavicencio,CO,4.16787,-73.61380,425,America/Bogota
VVI,SLVR,Viru Viru International Airport,Santa Cruz,BO,-17.64480,-63.13540,373,America/La_Paz
VVO,UHWW,Vladivostok International Airport,Artyom,RU,43.39626,132.14816,18,Asia/Vladivostok
VVZ,DAAP,Illizi Takhamalt Airport,Illizi,DZ,26.72350,8.62265,542,Africa/Algiers
VXC,FQLC,Lichinga Airport,Lichinga,MZ,-13.27400,35.26630,1373,Africa/Maputo
VXE,GVSV,Cesaria Evora International Airport,São Pedro,CV,16.83336,-25.05531,20,Atlantic/Cape_Verde
VXO,ESMX,Växjö Kronoberg Airport,Växjö,SE,56.92910,14.72800,186,Europe/Stockholm
VYI,UENW,Vilyuisk Airport,Vilyuisk,RU,63.75667,121.69334,110,Asia/Yakutsk
WAE,OEWD,Wadi Al Dawasir Domestic Airport,Wadi Al Dawasir,SA,20.50430,45.19960,628,Asia/Riyadh
WAG,NZWU,Wanganui Airport,Wanganui,NZ,-39.96347,175.02444,8,Pacific/Auckland
WAW,EPWA,Warsaw Chopin Airport,Warsaw,PL,52.16570,20.96710,110,Europe/Warsaw
WBM,AYWD,Wapenamanda Airport,Wapenamanda,PG,-5.63529,143.89223,1795,Pacific/Port_Moresby
WDH,FYWH,Hosea Kutako International Airport,Windhoek,NA,-22.47990,17.47090,1719,Africa/Windhoek
WDS,ZHSY,Shiyan Wudangshan Airport,Shiyan (Maojian),CN,32.59289,110.90630,0,Asia/Shanghai
WEF,ZSWF,Weifang Nanyuan Airport,Weifang (Kuiwen),CN,36.64670,119.11900,0,Asia/Shanghai
WEH,ZSWH,Weihai Dashuibo Airport,Weihai,CN,37.18710,122.22900,44,Asia/Shanghai
WEI,YBWP,Weipa Airport,Weipa,AU,-12.67749,141.92262,19,Australia/Brisbane
WGA,YSWG,Wagga Wagga Airport,Forest Hill,AU,-35.16348,147.46832,221,Australia/Sydney
WGE,YWLG,Walgett Airport,,AU,-30.03280,148.12601,134,Australia/Sydney
WGN,ZGSY,Shaoyang Wugang Airport,Shaoyang (Wugang),CN,26.80612,110.64104,440,Asia/Shanghai
WHA,ZSWA,Wuhu Xuanzhou Airport,Wuhu,CN,31.10450,118.66687,24,Asia/Shanghai
WHK,NZWK,Whakatāne Airport,Whakatāne,NZ,-37.92222,176.91696,6,Pacific/Auckland
WIC,EGPC,Wick John O'Groats Airport,Wick,GB,58.45890,-3.09306,38,Europe/London
WIL,HKNW,Nairobi Wilson Airport,Nairobi,KE,-1.32172,36.81480,1687,Africa/Nairobi
WIN,YWTN,Winton Airport,,AU,-22.36360,143.08600,194,Australia/Brisbane
WJR,HKWJ,Wajir Airport,Wajir,KE,1.73324,40.09160,235,Africa/Nairobi
WJU,RKNW,Wonju Airport / Hoengseong Air Base (K-38/K-46),Wonju,KR,37.43711,127.96005,100,Asia/Seoul
WKA,NZWF,Wanaka Airport,Wanaka,NZ,-44.72209,169.24629,348,Pacific/Auckland
WKJ,RJCW,Wakkanai Airport,Wakkanai,JP,45.40420,141.80099,9,Asia/Tokyo
WKK,5A8,Aleknagik / New Airport,Aleknagik,US,59.28260,-158.61800,20,America/Anchorage
WLG,NZWN,Wellington International Airport,Wellington,NZ,-41.32684,174.80686,12,Pacific/Auckland
WLS,NLWW,Hihifo Airport,Wallis Island,WF,-13.23944,-176.19865,24,Pacific/Wallis
WMI,EPMO,Warsaw Modlin Airport,Nowy Dwór Mazowiecki,PL,52.45110,20.65180,104,Europe/Warsaw
WMN,FMNR,Maroantsetra Airport,Maroantsetra,MG,-15.43774,49.68908,3,Indian/Antananarivo
WMT,ZUMT,Zunyi Maotai Airport,Zunyi,CN,27.96184,106.43542,1240,Asia/Shanghai
WMX,WAVV,Wamena Airport,Wamena,ID,-4.09732,138.95242,1657,Asia/Jayapura
WNI,WAWD,Matahora Airport,Wangi-wangi Island,ID,-5.29212,123.63623,27,Asia/Makassar
WNP,RPUN,Naga Airport,Naga,PH,13.58490,123.27000,43,Asia/Manila
WNR,YWDH,Windorah Airport,Windorah,AU,-25.41064,142.66843,138,Australia/Brisbane
WNS,OPNH,Shaheed Benazirabad Airport,Nawabashah,PK,26.21940,68.39010,29,Asia/Karachi
WNZ,ZSWZ,Wenzhou Longwan International Airport,Wenzhou (Longwan),CN,27.91057,120.85346,4,Asia/Shanghai
WOS,ZKWS,Wonsan Kalma Airport,Wonsan,KP,39.16522,127.48793,2,Asia/Pyongyang
WRE,NZWR,Whangarei Airport,Whangarei,NZ,-35.76925,174.36371,41,Pacific/Auckland
WRG,PAWG,Wrangell Airport,Wrangell,US,56.48430,-132.37000,15,America/Sitka
WRO,EPWR,Copernicus Wrocław Airport,Wrocław,PL,51.10372,16.88210,123,Europe/Warsaw
WST,KWST,Westerly State Airport,Westerly,US,41.34960,-71.80340,25,America/New_York
WSZ,NZWS,Westport Airport,Westport,NZ,-41.73711,171.57903,4,Pacific/Auckland
WTB,YBWW,Toowoomba Wellcamp Airport,Toowoomba,AU,-27.55833,151.79334,460,Australia/Brisbane
WUA,ZBUH,Wuhai Airport,Wuhai,CN,39.79340,106.79930,1113,Asia/Shanghai
WUH,ZHHH,Wuhan Tianhe International Airport,Wuhan (Huangpi),CN,30.77480,114.21372,34,Asia/Shanghai
WUN,YWLU,Wiluna Airport,,AU,-26.63269,120.22191,503,Australia/Perth
WUS,ZSWY,Nanping Wuyishan Airport,Wuyishan,CN,27.70190,118.00100,187,Asia/Shanghai
WUU,HSWW,Wau Airport,Wau,SS,7.72583,27.97500,466,Africa/Juba
WUX,ZSWX,Sunan Shuofang International Airport,Wuxi,CN,31.49695,120.43038,7,Asia/Shanghai
WUZ,ZGWZ,Wuzhou Xijiang Airport,Tangbu,CN,23.40316,111.09331,109,Asia/Shanghai
WVB,FYWB,Walvis Bay International Airport,Walvis Bay(Rooikop),NA,-22.97933,14.64710,91,Africa/Windhoek
WWK,AYWK,Wewak International Airport,Wewak,PG,-3.58383,143.66901,6,Pacific/Port_Moresby
WYA,YWHA,Whyalla Airport,Whyalla,AU,-33.05890,137.51401,12,Australia/Adelaide
WYS,KWYS,Yellowstone Airport,West Yellowstone,US,44.68840,-111.11800,2027,America/Denver
XAI,ZHXY,Xinyang Minggang Airport,Xinyang,CN,32.54082,114.07914,95,Asia/Shanghai
XAP,SBCH,Serafin Enoss Bertaso Airport,Chapecó,BR,-27.13420,-52.65660,657,America/Sao_Paulo
XBJ,OIMB,Birjand International Airport,Birjand,IR,32.89652,59.28126,1509,Asia/Tehran
XCH,YPXM,Christmas Island International Airport,Flying Fish Cove,CX,-10.45039,105.69110,279,Indian/Christmas
XCR,LFOK,Chalons Vatry airport,Chalons en Champagne,FR,48.77333,4.20611,179,Europe/Paris
XFN,ZHXF,Xiangyang Liuji Airport,Xiangyang (Xiangzhou),CN,32.15222,112.29167,71,Asia/Shanghai
XIC,ZUXC,Xichang Qingshan Airport,Liangshan (Xichang),CN,27.98910,102.18400,1558,Asia/Shanghai
XIL,ZBXH,Xilinhot Airport,Xilinhot,CN,43.91560,115.96400,0,Asia/Shanghai
XIY,ZLXY,Xi'an Xianyang International Airport,Xi'an,CN,34.44221,108.76238,479,Asia/Shanghai
XKS,CYAQ,Kasabonika Airport,Kasabonika,CA,53.52470,-88.64280,205,America/Winnipeg
XMH,NTGI,Manihi Airport,,PF,-14.43680,-146.07001,4,Pacific/Tahiti
XMN,ZSAM,Xiamen Gaoqi International Airport,Xiamen,CN,24.54389,118.12745,18,Asia/Shanghai
XMS,SEMC,Coronel E Carvajal Airport,Macas,EC,-2.29917,-78.12080,1052,America/Guayaquil
XNA,KXNA,Northwest Arkansas National Airport,Fayetteville/Springdale/Rogers,US,36.28190,-94.30680,392,America/Chicago
XNN,ZLXN,Xining Caojiabao International Airport,Haidong (Huzhu Tu Autonomous County),CN,36.52775,102.04022,2170,Asia/Shanghai
XPL,MHPR,Palmerola International Airport,Palmerola,HN,14.38240,-87.62120,628,America/Tegucigalpa
XQP,MRQP,Quepos Managua Airport,Quepos,CR,9.44316,-84.12980,26,America/Costa_Rica
XQU,CAT4,Qualicum Beach Airport,Qualicum Beach,CA,49.33746,-124.39309,58,America/Vancouver
XRY,LEJR,Jerez Airport,Jerez de la Frontera,ES,36.74460,-6.06011,28,Europe/Madrid
XSC,MBSC,South Caicos Airport,South Caicos,TC,21.51570,-71.52850,2,America/Grand_Turk
XSP,WSSL,Seletar Airport,Seletar,SG,1.41555,103.86673,11,Asia/Singapore
XTG,YTGM,Thargomindah Airport,Thargomindah,AU,-27.98637,143.81206,132,Australia/Brisbane
XUZ,ZSXZ,Xuzhou Guanyin International Airport,Xuzhou,CN,34.05906,117.55528,33,Asia/Shanghai
XWA,KXWA,Williston Basin International Airport,Williston,US,48.26086,-103.75116,714,America/Chicago
YAA,CAJ4,Anahim Lake Airport,Anahim Lake,CA,52.45150,-125.30378,1108,America/Vancouver
YAG,CYAG,Fort Frances Municipal Airport,Fort Frances,CA,48.65575,-93.44349,343,America/Winnipeg
YAK,PAYA,Yakutat Airport,Yakutat,US,59.50872,-139.66044,10,America/Yakutat
YAM,CYAM,Sault Ste Marie Airport,Sault Ste Marie,CA,46.48322,-84.50847,192,America/Toronto
YAP,PTYA,Yap International Airport,Yap Island,FM,9.49891,138.08299,28,Pacific/Chuuk
YAY,CYAY,St. Anthony Airport,St. Anthony,CA,51.39191,-56.08321,33,America/St_Johns
YAZ,CYAZ,Tofino / Long Beach Airport,Tofino,CA,49.07983,-125.77558,24,America/Vancouver
YBC,CYBC,Baie-Comeau Airport,Baie-Comeau,CA,49.13250,-68.20440,22,America/Toronto
YBG,CYBG,Saguenay-Bagotville Airport,Saguenay,CA,48.33012,-70.99201,159,America/Toronto
YBK,CYBK,Baker Lake Airport,Baker Lake,CA,64.29890,-96.07780,18,America/Rankin_Inlet
YBL,CYBL,Campbell River Airport,Campbell River,CA,49.95080,-125.27100,105,America/Vancouver
YBP,ZUYB,Yibin Wuliangye Airport,Yibin (Cuiping),CN,28.85843,104.52616,420,Asia/Shanghai
YBR,CYBR,Brandon Municipal Airport,Brandon,CA,49.91000,-99.95190,409,America/Winnipeg
YBX,CYBX,Lourdes-de-Blanc-Sablon Airport,Blanc-Sablon,CA,51.44360,-57.18530,37,America/Blanc-Sablon
YBY,CYBF,Bonnyville Airport,Bonnyville,CA,54.30420,-110.74400,560,America/Edmonton
YCB,CYCB,Cambridge Bay Airport,Cambridge Bay,CA,69.10810,-105.13800,27,America/Cambridge_Bay
YCD,CYCD,Nanaimo Airport,Nanaimo,CA,49.05497,-123.86986,28,America/Vancouver
YCG,CYCG,Castlegar/West Kootenay Regional Airport,Castlegar,CA,49.29640,-117.63200,495,America/Vancouver
YCM,CYSN,Niagara District Airport,Niagara-on-the-Lake,CA,43.19160,-79.17169,98,America/Toronto
YCU,ZBYC,Yuncheng Yanhu International Airport,Yuncheng (Yanhu),CN,35.11782,111.03402,379,Asia/Shanghai
YDA,CYDA,Dawson City Airport,Dawson City,CA,64.04310,-139.12801,370,America/Dawson
YDF,CYDF,Deer Lake Airport,Deer Lake,CA,49.20816,-57.39615,22,America/St_Johns
YDN,CYDN,Dauphin Barker Airport,Dauphin,CA,51.10080,-100.05200,304,America/Winnipeg
YEG,CYEG,Edmonton International Airport,Edmonton,CA,53.30970,-113.58000,723,America/Edmonton
YEI,LTBR,Bursa Yenişehir Airport,Yenişehir,TR,40.25520,29.56260,233,Europe/Istanbul
YEV,CYEV,Inuvik Mike Zubko Airport,Inuvik,CA,68.30420,-133.48300,68,America/Inuvik
YFB,CYFB,Iqaluit Airport,Iqaluit,CA,63.75640,-68.55580,34,America/Iqaluit
YFC,CYFC,Fredericton International Airport,Fredericton,CA,45.86870,-66.52989,21,America/Moncton
YFS,CYFS,Fort Simpson Airport,Fort Simpson,CA,61.76020,-121.23700,169,America/Inuvik
YGJ,RJOH,Yonago Kitaro Airport / JASDF Miho Air Base,Yonago,JP,35.49220,133.23599,6,Asia/Tokyo
YGL,CYGL,La Grande Rivière Airport,La Grande Rivière,CA,53.62530,-77.70420,195,America/Toronto
YGP,CYGP,Michel-Pouliot Gaspé Airport,Gaspé,CA,48.77492,-64.48189,34,America/Toronto
YGR,CYGR,Îles-de-la-Madeleine Airport,Les Îles-de-la-Madeleine,CA,47.42524,-61.77861,11,America/Halifax
YGV,CYGV,Havre-Saint-Pierre Airport,Havre-Saint-Pierre,CA,50.28190,-63.61140,38,America/Toronto
YGW,CYGW,Kuujjuarapik Airport,Kuujjuarapik,CA,55.28190,-77.76530,10,America/Toronto
YHM,CYHM,John C. Munro Hamilton International Airport,Hamilton,CA,43.17131,-79.92942,238,America/Toronto
YHU,CYHU,Montréal / Saint-Hubert Metropolitan Airport,Montréal,CA,45.51750,-73.41690,27,America/Toronto
YHY,CYHY,Hay River / Merlyn Carter Airport,Hay River,CA,60.83970,-115.78300,165,America/Edmonton
YHZ,CYHZ,Halifax / Stanfield International Airport,Halifax,CA,44.88080,-63.50860,145,America/Halifax
YIA,WAHI,Yogyakarta International Airport,Yogyakarta,ID,-7.90534,110.05726,7,Asia/Jakarta
YIC,ZSYC,Yichun Mingyueshan Airport,Yichun,CN,27.80250,114.30620,131,Asia/Shanghai
